TITLE,USER RATING,CRITCS RATING,YEAR,RT URL
London to Brighton,74,68,2006,http://www.rottentomatoes.com/m/london_to_brighton/
Zero Day,74,68,2003,http://www.rottentomatoes.com/m/zero_day/
The 9th Company (9 rota),75,69,2010,http://www.rottentomatoes.com/m/the-9th-company/
Code Unknown (Code inconnu: Recit incomplet de divers voyages),77,71,2000,http://www.rottentomatoes.com/m/code_unknown/
Elephant,78,72,2003,http://www.rottentomatoes.com/m/elephant/
The Italian Job,79,73,2003,http://www.rottentomatoes.com/m/italian_job/
Primer,79,73,2003,http://www.rottentomatoes.com/m/primer/
Falling Down,79,73,1993,http://www.rottentomatoes.com/m/falling_down/
Still Crazy,79,73,1998,http://www.rottentomatoes.com/m/still_crazy/
Cars,80,74,2006,http://www.rottentomatoes.com/m/cars/
The Machinist,82,76,2003,http://www.rottentomatoes.com/m/machinist/
The Name of the Rose (Der Name der Rose),82,76,1986,http://www.rottentomatoes.com/m/the_name_of_the_rose_1986/
The Mission,82,76,1986,http://www.rottentomatoes.com/m/1014027-mission/
The Lady in Question is Charles Busch,83,77,2005,http://www.rottentomatoes.com/m/lady_in_question_is_charles_busch/
A Zed and Two Noughts,85,79,1985,http://www.rottentomatoes.com/m/zed_and_two_noughts/
I Saw the Devil,85,79,2010,http://www.rottentomatoes.com/m/akmareul_boattda/
Waking Life,86,80,2001,http://www.rottentomatoes.com/m/waking_life/
Eves Bayou,86,80,1997,http://www.rottentomatoes.com/m/eves_bayou/
61*,86,80,2001,http://www.rottentomatoes.com/m/61/
Ray,87,81,2004,http://www.rottentomatoes.com/m/ray/
The Untouchables,87,81,1987,http://www.rottentomatoes.com/m/untouchables/
Empire of the Sun,88,82,1987,http://www.rottentomatoes.com/m/empire_of_the_sun/
Heat,92,86,1995,http://www.rottentomatoes.com/m/1068182-heat/
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,92,86,2003,http://www.rottentomatoes.com/m/interstella-5555-the-5tory-of-the-5ecret-5tar-5ystem/
Django Unchained,94,88,2012,http://www.rottentomatoes.com/m/django_unchained_2012/
The Son of No One,22,17,2011,http://www.rottentomatoes.com/m/the_son_of_no_one/
The Squeeze,22,17,1987,http://www.rottentomatoes.com/m/1019743-squeeze/
Inspector Gadget,26,21,1999,http://www.rottentomatoes.com/m/inspector_gadget/
Truth or Die,27,22,2012,http://www.rottentomatoes.com/m/truth_or_dare_2011/
Slipstream,28,23,2007,http://www.rottentomatoes.com/m/10007898-slipstream/
Born Yesterday,28,23,1993,http://www.rottentomatoes.com/m/1043331-born_yesterday/
Whispers in the Dark,30,25,1992,http://www.rottentomatoes.com/m/whispers_in_the_dark/
Breakfast of Champions,31,26,1999,http://www.rottentomatoes.com/m/breakfast_of_champions/
The Adventures of Pinocchio,32,27,1996,http://www.rottentomatoes.com/m/1071706-adventures_of_pinocchio/
Snow Day,33,28,2000,http://www.rottentomatoes.com/m/snow_day/
Goodbye Lover,34,29,1999,http://www.rottentomatoes.com/m/goodbye_lover/
The Dark,38,33,2005,http://www.rottentomatoes.com/m/1158609-dark/
Critters 2 - The Main Course,38,33,1988,http://www.rottentomatoes.com/m/critters_2_the_main_course/
Popcorn,38,33,1990,http://www.rottentomatoes.com/m/popcorn_1990/
Prom,39,34,2011,http://www.rottentomatoes.com/m/prom_2011/
Igor,41,36,2008,http://www.rottentomatoes.com/m/10009636-igor/
"Six Days, Seven Nights",41,36,1998,http://www.rottentomatoes.com/m/six_days_seven_nights/
The Incredible Burt Wonderstone,42,37,2013,http://www.rottentomatoes.com/m/the_incredible_burt_wonderstone/
The Purge,43,38,2013,http://www.rottentomatoes.com/m/the_purge/
Ernest Saves Christmas,43,38,1988,http://www.rottentomatoes.com/m/ernest_saves_christmas/
Fighting,44,39,2009,http://www.rottentomatoes.com/m/fighting/
Hell Comes to Frogtown,45,40,1988,http://www.rottentomatoes.com/m/hell_comes_to_frogtown/
The Evil That Men Do,45,40,1984,http://www.rottentomatoes.com/m/evil_that_men_do/
Gargoyles,45,40,2004,http://www.rottentomatoes.com/m/1087485-gargoyles/
Ted Bundy,46,41,2001,http://www.rottentomatoes.com/m/ted_bundy/
Blindness,48,43,2008,http://www.rottentomatoes.com/m/1188215-blindness/
Whos the Man?,48,43,1993,http://www.rottentomatoes.com/m/whos_the_man/
Parents,50,45,1989,http://www.rottentomatoes.com/m/parents/
Black Mask,53,48,1997,http://www.rottentomatoes.com/m/black_mask/
Love and Other Drugs,53,48,2010,http://www.rottentomatoes.com/m/love-and-other-drugs/
The Losers,54,49,2010,http://www.rottentomatoes.com/m/1226860-losers/
No Strings Attached,54,49,2011,http://www.rottentomatoes.com/m/no_strings_attached_2011/
The Principal,55,50,1987,http://www.rottentomatoes.com/m/principal/
Cousins,55,50,1989,http://www.rottentomatoes.com/m/cousins/
"Friday the 13th, Part VI - Jason Lives",57,52,1986,http://www.rottentomatoes.com/m/friday_the_13th_part_6_jason_lives/
Smillas Sense of Snow,57,52,1997,http://www.rottentomatoes.com/m/smillas_sense_of_snow/
Hoffa,57,52,1992,http://www.rottentomatoes.com/m/hoffa/
Johns,59,54,1996,http://www.rottentomatoes.com/m/johns/
16 Blocks,60,55,2006,http://www.rottentomatoes.com/m/16_blocks/
Squanto: A Warriors Tale,61,56,1994,http://www.rottentomatoes.com/m/squanto_a_warriors_tale/
Cemetery Junction,62,57,2010,http://www.rottentomatoes.com/m/cemetery_junction/
TiMER,63,58,2009,http://www.rottentomatoes.com/m/timer/
Tuck Everlasting,65,60,2002,http://www.rottentomatoes.com/m/tuck_everlasting/
The Addams Family,65,60,1991,http://www.rottentomatoes.com/m/addams_family/
Falling in Love,65,60,1984,http://www.rottentomatoes.com/m/falling_in_love/
Kill the Irishman,67,62,2011,http://www.rottentomatoes.com/m/the-irishman/
Strange Days,68,63,1995,http://www.rottentomatoes.com/m/strange_days/
The Quiet Earth,68,63,1985,http://www.rottentomatoes.com/m/quiet_earth/
Camp,68,63,2003,http://www.rottentomatoes.com/m/camp/
Im Gonna Git You Sucka!,68,63,1988,http://www.rottentomatoes.com/m/im_gonna_git_you_sucka/
Music of the Heart,68,63,1999,http://www.rottentomatoes.com/m/music_of_the_heart/
The Whales of August,68,63,1987,http://www.rottentomatoes.com/m/whales_of_august/
The Frighteners,69,64,1997,http://www.rottentomatoes.com/m/frighteners/
The Expendables 2,70,65,2012,http://www.rottentomatoes.com/m/the_expendables_2/
Zack and Miri Make a Porno,70,65,2008,http://www.rottentomatoes.com/m/1190296-zack_and_miri_make_a_porno/
13 Going on 30,70,65,2004,http://www.rottentomatoes.com/m/13_going_on_30/
Jonah - A VeggieTales Movie,70,65,2002,http://www.rottentomatoes.com/m/jonah_a_veggietales_movie/
Stoker,72,67,2013,http://www.rottentomatoes.com/m/stoker_2013/
Lolita,72,67,1997,http://www.rottentomatoes.com/m/1084881-lolita/
Shutter Island,73,68,2010,http://www.rottentomatoes.com/m/1198124-shutter_island/
Trance,73,68,2013,http://www.rottentomatoes.com/m/trance_2013/
Unbreakable,73,68,2000,http://www.rottentomatoes.com/m/unbreakable/
Bad Taste,73,68,1987,http://www.rottentomatoes.com/m/bad_taste/
Clockers,73,68,1995,http://www.rottentomatoes.com/m/clockers/
Mountains of the Moon,74,69,1990,http://www.rottentomatoes.com/m/mountains_of_the_moon/
Dodgeball - A True Underdog Story,75,70,2004,http://www.rottentomatoes.com/m/dodgeball_a_true_underdog_story/
Austin Powers: International Man of Mystery,75,70,1997,http://www.rottentomatoes.com/m/austin_powers_international_man_of_mystery/
When a Man Loves a Woman,75,70,1994,http://www.rottentomatoes.com/m/when_a_man_loves_a_woman/
Enemy of the State,76,71,1998,http://www.rottentomatoes.com/m/enemy_of_the_state/
Naked Lunch,76,71,1991,http://www.rottentomatoes.com/m/naked_lunch/
All the Real Girls,76,71,2003,http://www.rottentomatoes.com/m/all_the_real_girls/
Stand and Deliver,78,73,1988,http://www.rottentomatoes.com/m/stand_and_deliver/
Son of Rambow,78,73,2007,http://www.rottentomatoes.com/m/son_of_rambow/
Before Night Falls,78,73,2001,http://www.rottentomatoes.com/m/before_night_falls/
Harold & Kumar Go to White Castle,79,74,2004,http://www.rottentomatoes.com/m/harold_and_kumar_go_to_white_castle/
Mr. Hollands Opus,79,74,1995,http://www.rottentomatoes.com/m/mr_hollands_opus/
House of Sand and Fog,80,75,2003,http://www.rottentomatoes.com/m/house_of_sand_and_fog/
The Names of Love,80,75,2011,http://www.rottentomatoes.com/m/the_names_of_love/
Quills,80,75,2000,http://www.rottentomatoes.com/m/quills/
Fast Five,83,78,2011,http://www.rottentomatoes.com/m/fast_five/
Iron Man 3,83,78,2013,http://www.rottentomatoes.com/m/iron_man_3/
Predator,83,78,1987,http://www.rottentomatoes.com/m/predator/
Grosse Pointe Blank,84,79,1997,http://www.rottentomatoes.com/m/grosse_pointe_blank/
Grabbers,84,79,2013,http://www.rottentomatoes.com/m/grabbers/
Antwone Fisher,84,79,2002,http://www.rottentomatoes.com/m/antwone_fisher/
The Story Of Luke,85,80,2013,http://www.rottentomatoes.com/m/the_story_of_luke_2012/
The Hammer,85,80,2007,http://www.rottentomatoes.com/m/10009253-the_hammer/
Live Free or Die Hard,86,81,2007,http://www.rottentomatoes.com/m/live_free_or_die_hard/
"South Park: Bigger, Longer and Uncut",86,81,1999,http://www.rottentomatoes.com/m/south_park_bigger_longer_and_uncut/
Rise of the Planet of the Apes,87,82,2011,http://www.rottentomatoes.com/m/rise_of_the_planet_of_the_apes/
The Crow,87,82,1994,http://www.rottentomatoes.com/m/crow/
The Worlds Fastest Indian,87,82,2005,http://www.rottentomatoes.com/m/worlds_fastest_indian/
Magnolia,88,83,1999,http://www.rottentomatoes.com/m/magnolia/
Fried Green Tomatoes,88,83,1991,http://www.rottentomatoes.com/m/fried_green_tomatoes/
Ferris Buellers Day Off,89,84,1986,http://www.rottentomatoes.com/m/ferris_buellers_day_off/
Batman Begins,90,85,2005,http://www.rottentomatoes.com/m/batman_begins/
Dead Poets Society,90,85,1989,http://www.rottentomatoes.com/m/dead_poets_society/
The Perks of Being a Wallflower,90,85,2012,http://www.rottentomatoes.com/m/the_perks_of_being_a_wallflower/
Zamani baraye masti asbha (A Time for Drunken Horses)(Intoxication for Horses),90,85,2000,http://www.rottentomatoes.com/m/time_for_drunken_horses/
Welcome to Dongmakgol,91,86,2005,http://www.rottentomatoes.com/m/welcome-to-dongmakgol/
The Dark Knight Rises,92,87,2012,http://www.rottentomatoes.com/m/the_dark_knight_rises/
Star Trek Into Darkness,92,87,2013,http://www.rottentomatoes.com/m/star_trek_into_darkness/
The Color Purple,93,88,1985,http://www.rottentomatoes.com/m/color_purple/
Down by Law,93,88,1986,http://www.rottentomatoes.com/m/down_by_law/
We Jam Econo: The Story of the Minutemen,93,88,2005,http://www.rottentomatoes.com/m/we_jam_econo/
Amelie,95,90,2001,http://www.rottentomatoes.com/m/amelie/
Town & Country,17,13,2001,http://www.rottentomatoes.com/m/town_and_country/
Skyline,19,15,2010,http://www.rottentomatoes.com/m/skyline_2010/
Bats,21,17,1999,http://www.rottentomatoes.com/m/bats/
Kansas,24,20,1988,http://www.rottentomatoes.com/m/1011392-kansas/
Serious Moonlight,28,24,2009,http://www.rottentomatoes.com/m/serious_moonlight/
Showtime,29,25,2002,http://www.rottentomatoes.com/m/1113375-showtime/
Amys O (Amys Orgasm) (Why Love Doesnt Work),31,27,2001,http://www.rottentomatoes.com/m/amys_o/
Clockstoppers,33,29,2002,http://www.rottentomatoes.com/m/clockstoppers/
Excess Baggage,36,32,1997,http://www.rottentomatoes.com/m/excess_baggage/
The Relic,36,32,1997,http://www.rottentomatoes.com/m/relic/
The Oranges,36,32,2012,http://www.rottentomatoes.com/m/the_oranges_2011/
Deadfall,37,33,2012,http://www.rottentomatoes.com/m/deadfall_2012/
One Night at McCools,37,33,2001,http://www.rottentomatoes.com/m/one_night_at_mccools/
Wise Guys,37,33,1986,http://www.rottentomatoes.com/m/wise_guys/
P2,38,34,2007,http://www.rottentomatoes.com/m/p2/
The Center of the World,38,34,2001,http://www.rottentomatoes.com/m/center_of_the_world/
The Weight of Water,38,34,2000,http://www.rottentomatoes.com/m/weight_of_water/
Mad City,41,37,1997,http://www.rottentomatoes.com/m/mad_city/
The Eagle,42,38,2011,http://www.rottentomatoes.com/m/the-eagle-of-the-ninth/
The City of Your Final Destination,42,38,2010,http://www.rottentomatoes.com/m/city_of_your_final_destination/
Innocent Blood,42,38,1992,http://www.rottentomatoes.com/m/innocent_blood/
National Lampoons Blackball,42,38,2003,http://www.rottentomatoes.com/m/blackball/
Heartbreak Hotel,42,38,1988,http://www.rottentomatoes.com/m/heartbreak_hotel/
Admission,42,38,2013,http://www.rottentomatoes.com/m/admission/
Last Action Hero,43,39,1993,http://www.rottentomatoes.com/m/last_action_hero/
My Super Ex-Girlfriend,43,39,2006,http://www.rottentomatoes.com/m/my_super_ex_girlfriend/
Imagine That,44,40,2009,http://www.rottentomatoes.com/m/1190964-imagine_that/
Anything Else,44,40,2003,http://www.rottentomatoes.com/m/anything_else/
She-Devil,45,41,1989,http://www.rottentomatoes.com/m/shedevil/
Brooklyns Finest,46,42,2009,http://www.rottentomatoes.com/m/brooklyns_finest/
Gotcha!,48,44,1985,http://www.rottentomatoes.com/m/gotcha/
Code of Silence,49,45,1985,http://www.rottentomatoes.com/m/code_of_silence/
Immortality (The Wisdom of Crocodiles),51,47,2000,http://www.rottentomatoes.com/m/immortality/
Deep Impact,51,47,1998,http://www.rottentomatoes.com/m/deep_impact/
The Specials,51,47,2000,http://www.rottentomatoes.com/m/specials/
Undisputed,52,48,2002,http://www.rottentomatoes.com/m/undisputed/
Astro Boy (AstroBoy),53,49,2009,http://www.rottentomatoes.com/m/astro_boy/
The Hole,54,50,2001,http://www.rottentomatoes.com/m/1125456-hole/
Outrageous Fortune,54,50,1987,http://www.rottentomatoes.com/m/outrageous_fortune/
Savages,55,51,2012,http://www.rottentomatoes.com/m/savages_2012/
The Greatest,56,52,2009,http://www.rottentomatoes.com/m/1202111-greatest/
Shadows and Fog,56,52,1991,http://www.rottentomatoes.com/m/shadows_and_fog/
How the Grinch Stole Christmas,57,53,2000,http://www.rottentomatoes.com/m/how_the_grinch_stole_christmas/
A Goofy Movie,57,53,1995,http://www.rottentomatoes.com/m/goofy_movie/
The Last Mimzy,57,53,2007,http://www.rottentomatoes.com/m/mimzy/
Halloween H2O,57,53,1998,http://www.rottentomatoes.com/m/halloween_h2o/
The Dream Team,58,54,1989,http://www.rottentomatoes.com/m/1006287-dream_team/
Jumping the Broom,59,55,2011,http://www.rottentomatoes.com/m/jumping_the_broom/
The Santa Clause 2 - The Mrs. Clause,59,55,2002,http://www.rottentomatoes.com/m/santa_clause_2/
A Nightmare on Elm Street 4 - The Dream Master,60,56,1988,http://www.rottentomatoes.com/m/nightmare_on_elm_street_4_the_dream_master/
Feast,60,56,2006,http://www.rottentomatoes.com/m/feast/
I Love You to Death,60,56,1990,http://www.rottentomatoes.com/m/i_love_you_to_death/
Twister,62,58,1996,http://www.rottentomatoes.com/m/1071167-twister/
Mr. & Mrs. Smith,63,59,2005,http://www.rottentomatoes.com/m/mr_and_mrs_smith/
Waynes World 2,64,60,1993,http://www.rottentomatoes.com/m/waynes_world_2/
The Bank,65,61,2001,http://www.rottentomatoes.com/m/bank/
Valkyrie,66,62,2008,http://www.rottentomatoes.com/m/valkyrie/
Starship Troopers,67,63,1997,http://www.rottentomatoes.com/m/starship_troopers/
Crazy/ Beautiful,67,63,2001,http://www.rottentomatoes.com/m/crazy-beautiful/
Home for the Holidays,67,63,1995,http://www.rottentomatoes.com/m/1066169-home_for_the_holidays/
Watchmen,68,64,2009,http://www.rottentomatoes.com/m/watchmen/
Bring It On,68,64,2000,http://www.rottentomatoes.com/m/bring_it_on/
The X-Files - Fight the Future,68,64,1998,http://www.rottentomatoes.com/m/xfiles_fight_the_future/
The History Boys,69,65,2006,http://www.rottentomatoes.com/m/history_boys/
Spy Game,70,66,2001,http://www.rottentomatoes.com/m/spy_game/
Black Snake Moan,70,66,2007,http://www.rottentomatoes.com/m/black_snake_moan/
The End of the Affair,71,67,1999,http://www.rottentomatoes.com/m/1093671-end_of_the_affair/
Ladyhawke,71,67,1985,http://www.rottentomatoes.com/m/ladyhawke/
Soul of the Game,71,67,1996,http://www.rottentomatoes.com/m/soul_of_the_game/
North Country,72,68,2005,http://www.rottentomatoes.com/m/north_country/
May,73,69,2002,http://www.rottentomatoes.com/m/may/
Last of the Dogmen,73,69,1995,http://www.rottentomatoes.com/m/last_of_the_dogmen/
Oceans Thirteen,74,70,2007,http://www.rottentomatoes.com/m/oceans_thirteen/
The Cider House Rules,75,71,1999,http://www.rottentomatoes.com/m/cider_house_rules/
Sleepless in Seattle,75,71,1993,http://www.rottentomatoes.com/m/sleepless_in_seattle/
Purple Rain,78,74,1984,http://www.rottentomatoes.com/m/purple_rain/
True Stories,79,75,1986,http://www.rottentomatoes.com/m/true_stories/
Pierrepoint - The Last Hangman,79,75,2006,http://www.rottentomatoes.com/m/pierrepoint/
The Virgin Suicides,80,76,1999,http://www.rottentomatoes.com/m/virgin_suicides/
Recount,80,76,2008,http://www.rottentomatoes.com/m/1198569-recount/
Ice Age,81,77,2002,http://www.rottentomatoes.com/m/ice_age/
25th Hour,82,78,2002,http://www.rottentomatoes.com/m/25th_hour/
Following,83,79,1998,http://www.rottentomatoes.com/m/following/
Soul Food,84,80,1997,http://www.rottentomatoes.com/m/soul_food/
Dances With Wolves,84,80,1990,http://www.rottentomatoes.com/m/dances_with_wolves/
The Impossible,85,81,2012,http://www.rottentomatoes.com/m/the_impossible_2012/
Cry Freedom,85,81,1987,http://www.rottentomatoes.com/m/cry_freedom/
Walk the Line,86,82,2005,http://www.rottentomatoes.com/m/walk_the_line/
Until the End of the World (Bis ans Ende der Welt),87,83,1991,http://www.rottentomatoes.com/m/until_the_end_of_the_world/
Juice,87,83,1992,http://www.rottentomatoes.com/m/juice/
Mysterious Skin,88,84,2004,http://www.rottentomatoes.com/m/mysterious_skin/
Rudy,88,84,1993,http://www.rottentomatoes.com/m/rudy/
Breaking the Waves,90,86,1996,http://www.rottentomatoes.com/m/breaking_the_waves/
Rushmore,91,87,1998,http://www.rottentomatoes.com/m/rushmore/
Once Upon a Time in America,91,87,1984,http://www.rottentomatoes.com/m/once_upon_a_time_in_america/
Hotel Rwanda,94,90,2004,http://www.rottentomatoes.com/m/hotel_rwanda/
Marvels The Avengers,96,92,2012,http://www.rottentomatoes.com/m/marvels_the_avengers/
Fair Game,16,13,1995,http://www.rottentomatoes.com/m/1065868-fair_game/
Shanghai Surprise,17,14,1986,http://www.rottentomatoes.com/m/shanghai_surprise/
Stan Helsing,20,17,2009,http://www.rottentomatoes.com/m/stan_helsing_a_parody/
Howling III - The Marsupials,23,20,1987,http://www.rottentomatoes.com/m/howling_iii/
The Island of Dr. Moreau,26,23,1996,http://www.rottentomatoes.com/m/1072156-island_of_dr_moreau/
The Flintstones in Viva Rock Vegas,28,25,2000,http://www.rottentomatoes.com/m/flintstones_in_viva_rock_vegas/
The Numbers Station,29,26,2013,http://www.rottentomatoes.com/m/the_numbers_station/
L!fe Happens,29,26,2012,http://www.rottentomatoes.com/m/lfe_happens/
Lost in Space,30,27,1998,http://www.rottentomatoes.com/m/lost_in_space/
Consenting Adults,30,27,1992,http://www.rottentomatoes.com/m/1040755-consenting_adults/
Lucky You,32,29,2007,http://www.rottentomatoes.com/m/lucky_you/
The Virginity Hit,32,29,2010,http://www.rottentomatoes.com/m/the_virginity_hit_2010/
Home Fries,34,31,1998,http://www.rottentomatoes.com/m/home_fries/
Virtuosity,36,33,1995,http://www.rottentomatoes.com/m/virtuosity/
The Love Letter,36,33,1999,http://www.rottentomatoes.com/m/1090771-love_letter/
The Real Blonde,36,33,1997,http://www.rottentomatoes.com/m/real_blonde/
Robocop 2,37,34,1990,http://www.rottentomatoes.com/m/robocop_2/
Burke and Hare,37,34,2011,http://www.rottentomatoes.com/m/burke_and_hare/
The Wolfman,38,35,2010,http://www.rottentomatoes.com/m/1194949-wolfman/
Drop Zone,38,35,1994,http://www.rottentomatoes.com/m/drop_zone/
"New York, I Love You",39,36,2008,http://www.rottentomatoes.com/m/new_york_i_love_you/
Descent,39,36,2007,http://www.rottentomatoes.com/m/1177708-descent/
Twins,41,38,1988,http://www.rottentomatoes.com/m/1022191-twins/
Agent Cody Banks,41,38,2003,http://www.rottentomatoes.com/m/agent_cody_banks/
How I Got Into College,41,38,1989,http://www.rottentomatoes.com/m/how_i_got_into_college/
Surrogates,42,39,2009,http://www.rottentomatoes.com/m/10009598-surrogates/
Proof of Life,43,40,2000,http://www.rottentomatoes.com/m/proof_of_life/
The Grand,43,40,2007,http://www.rottentomatoes.com/m/10009244-the_grand/
Hells Kitchen N.Y.C.,43,40,1998,http://www.rottentomatoes.com/m/hells_kitchen/
Waterworld,46,43,1995,http://www.rottentomatoes.com/m/waterworld/
I.Q.,46,43,1994,http://www.rottentomatoes.com/m/iq/
The Green Hornet,47,44,2011,http://www.rottentomatoes.com/m/green_hornet/
The Strangers,48,45,2008,http://www.rottentomatoes.com/m/the_strangers/
Good Boy!,48,45,2003,http://www.rottentomatoes.com/m/1126165-good_boy/
Creation,48,45,2009,http://www.rottentomatoes.com/m/1205717-creation/
Cassandras Dream,49,46,2007,http://www.rottentomatoes.com/m/cassandras_dream/
Heartburn,49,46,1986,http://www.rottentomatoes.com/m/heartburn/
The Vanishing,50,47,1993,http://www.rottentomatoes.com/m/1042295-vanishing/
The Bride of Re-Animator,50,47,1990,http://www.rottentomatoes.com/m/bride_of_reanimator/
Mighty Morphin Power Rangers - The Movie,51,48,1995,http://www.rottentomatoes.com/m/mighty_morphin_power_rangers_the_movie/
Lonely Hearts,51,48,2006,http://www.rottentomatoes.com/m/lonely_hearts/
Big Trouble,51,48,2002,http://www.rottentomatoes.com/m/1109942-big_trouble/
Hit & Run,51,48,2012,http://www.rottentomatoes.com/m/hit_and_run_2012/
Kindergarten Cop,53,50,1990,http://www.rottentomatoes.com/m/kindergarten_cop/
Mr. Beans Holiday,53,50,2007,http://www.rottentomatoes.com/m/mr_beans_holiday/
Next of Kin,53,50,1989,http://www.rottentomatoes.com/m/1014946-next_of_kin/
Triumph of the Spirit,53,50,1989,http://www.rottentomatoes.com/m/triumph_of_the_spirit/
Fatherland,53,50,1994,http://www.rottentomatoes.com/m/fatherland/
The Lost World - Jurassic Park,55,52,1997,http://www.rottentomatoes.com/m/lost_world_jurassic_park/
The Mothman Prophecies,56,53,2001,http://www.rottentomatoes.com/m/mothman_prophecies/
Apt Pupil,56,53,1998,http://www.rottentomatoes.com/m/apt_pupil/
G.I. Jane,58,55,1997,http://www.rottentomatoes.com/m/gi_jane/
Clean and Sober,58,55,1988,http://www.rottentomatoes.com/m/clean_and_sober/
Welcome to the Rileys,58,55,2010,http://www.rottentomatoes.com/m/welcome_to_the_rileys/
The People Under The Stairs,59,56,1991,http://www.rottentomatoes.com/m/people_under_the_stairs/
Safe,60,57,2012,http://www.rottentomatoes.com/m/safe_2011/
Tomorrow Never Dies,60,57,1997,http://www.rottentomatoes.com/m/tomorrow_never_dies/
Crash,61,58,1996,http://www.rottentomatoes.com/m/1076271-crash/
Inferno,61,58,1999,http://www.rottentomatoes.com/m/inferno1980/
Cypher,64,61,2002,http://www.rottentomatoes.com/m/cypher/
Its a Boy Girl Thing,66,63,2006,http://www.rottentomatoes.com/m/10007893-its_a_boy_girl_thing/
Another Earth,67,64,2011,http://www.rottentomatoes.com/m/another_earth/
The Sisterhood of the Traveling Pants 2,67,64,2008,http://www.rottentomatoes.com/m/sisterhood_of_the_traveling_pants_2/
Warlords (Tau ming chong),68,65,2007,http://www.rottentomatoes.com/m/warlords-2007/
Cloud Atlas,70,67,2012,http://www.rottentomatoes.com/m/cloud_atlas_2012/
The Thomas Crown Affair,70,67,1999,http://www.rottentomatoes.com/m/thomas_crown_affair_the/
Battle for Haditha,70,67,2007,http://www.rottentomatoes.com/m/battle_for_haditha/
The Grey Zone,71,68,2001,http://www.rottentomatoes.com/m/grey_zone/
Spirit - Stallion of the Cimarron,72,69,2002,http://www.rottentomatoes.com/m/spirit_stallion_of_the_cimarron/
Limitless,73,70,2011,http://www.rottentomatoes.com/m/limitless/
Dummy,73,70,2003,http://www.rottentomatoes.com/m/1125540-dummy/
Cold Mountain,74,71,2003,http://www.rottentomatoes.com/m/cold_mountain/
"Angus, Thongs and Perfect Snogging",74,71,2008,http://www.rottentomatoes.com/m/angus_thongs_and_perfect_snogging/
Invincible,74,71,2006,http://www.rottentomatoes.com/m/invincible/
Russian Dolls (Les Poupees Russes),75,72,2005,http://www.rottentomatoes.com/m/russian_dolls/
In the Valley of Elah,76,73,2007,http://www.rottentomatoes.com/m/in_the_valley_of_elah/
Finding Forrester,76,73,2000,http://www.rottentomatoes.com/m/finding_forrester/
Cool Runnings,77,74,1993,http://www.rottentomatoes.com/m/1046227-cool_runnings/
Frailty,77,74,2002,http://www.rottentomatoes.com/m/frailty/
The Indian Runner,77,74,1991,http://www.rottentomatoes.com/m/indian_runner/
Real Genius,77,74,1985,http://www.rottentomatoes.com/m/real_genius/
Besieged,78,75,1998,http://www.rottentomatoes.com/m/besieged/
The Reflecting Skin,78,75,1991,http://www.rottentomatoes.com/m/reflecting_skin/
Romero,78,75,1989,http://www.rottentomatoes.com/m/romero/
Thor,80,77,2011,http://www.rottentomatoes.com/m/thor/
Barfly,81,78,1987,http://www.rottentomatoes.com/m/barfly/
Harry Potter and the Order of the Phoenix,82,79,2007,http://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/
21 Grams,83,80,2003,http://www.rottentomatoes.com/m/21_grams/
The Navigator: A Mediaeval Odyssey,83,80,1988,http://www.rottentomatoes.com/m/1014781-navigator/
Max Manus: Man of War,83,80,2008,http://www.rottentomatoes.com/m/max_manus_man_of_war/
Friday Night Lights,84,81,2004,http://www.rottentomatoes.com/m/friday_night_lights/
In Bruges,85,82,2008,http://www.rottentomatoes.com/m/in_bruges/
The Natural,85,82,1984,http://www.rottentomatoes.com/m/natural/
Better Off Dead,85,82,1985,http://www.rottentomatoes.com/m/1002213-better_off_dead/
Elizabeth,85,82,1998,http://www.rottentomatoes.com/m/1084153-elizabeth/
American: The Bill Hicks Story,85,82,2010,http://www.rottentomatoes.com/m/american-the-bill-hicks-story/
Grindhouse,86,83,2007,http://www.rottentomatoes.com/m/grindhouse/
My Family,86,83,1995,http://www.rottentomatoes.com/m/my_family/
Bukowski: Born into This,86,83,2002,http://www.rottentomatoes.com/m/bukowski_born_into_this/
"Kill Bill, Volume 2",87,84,2004,http://www.rottentomatoes.com/m/kill_bill_vol_2/
Menace II Society,88,85,1993,http://www.rottentomatoes.com/m/menace_ii_society/
Pride and Prejudice,88,85,2005,http://www.rottentomatoes.com/m/1153077-1153077-pride_and_prejudice/
Platoon,91,88,1986,http://www.rottentomatoes.com/m/platoon/
Naked,91,88,1993,http://www.rottentomatoes.com/m/1048185-naked/
Trainspotting,92,89,1996,http://www.rottentomatoes.com/m/trainspotting/
Carol Channing: Larger Than Life,92,89,2012,http://www.rottentomatoes.com/m/carol_channing_larger_than_life/
Senna,95,92,2010,http://www.rottentomatoes.com/m/senna/
The Avengers,18,16,1998,http://www.rottentomatoes.com/m/1083461-avengers/
The Mangler,24,22,1995,http://www.rottentomatoes.com/m/mangler/
Why Stop Now,27,25,2012,http://www.rottentomatoes.com/m/why_stop_now/
Legionnaire,31,29,1999,http://www.rottentomatoes.com/m/legionnaire/
The Good Night,33,31,2007,http://www.rottentomatoes.com/m/good_night/
A Kiss Before Dying,33,31,1991,http://www.rottentomatoes.com/m/1034176-kiss_before_dying/
