TITLE,USER RATING,CRITCS RATING,YEAR,RT URL
Cop Land,58,72,1997,http://www.rottentomatoes.com/m/cop_land/
Where the Wild Things Are,59,73,2009,http://www.rottentomatoes.com/m/where_the_wild_things_are/
Fellini - Im a Born Liar,59,73,2003,http://www.rottentomatoes.com/m/fellini-im-a-born-liar/
Things You Can Tell Just By Looking At Her,60,74,2000,http://www.rottentomatoes.com/m/things_you_can_tell_just_by_looking_at_her/
Julia,60,74,2008,http://www.rottentomatoes.com/m/10009552-julia/
The Living Daylights,61,75,1987,http://www.rottentomatoes.com/m/living_daylights/
Stake Land,61,75,2011,http://www.rottentomatoes.com/m/stake_land/
Love Is All You Need,61,75,2013,http://www.rottentomatoes.com/m/love_is_all_you_need/
The Firm,61,75,1993,http://www.rottentomatoes.com/m/1044522-firm/
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",62,76,2005,http://www.rottentomatoes.com/m/chronicles_of_narnia_lion_witch_wardrobe/
Sea of Love,62,76,1989,http://www.rottentomatoes.com/m/sea_of_love/
Little Man Tate,62,76,1991,http://www.rottentomatoes.com/m/little_man_tate/
Burn After Reading,64,78,2008,http://www.rottentomatoes.com/m/burn_after_reading/
Surfs Up,64,78,2007,http://www.rottentomatoes.com/m/surfs_up/
Trust,64,78,2010,http://www.rottentomatoes.com/m/trust_2010/
Little Voice,67,81,1998,http://www.rottentomatoes.com/m/little_voice/
Pontypool,68,82,2008,http://www.rottentomatoes.com/m/pontypool/
Tropic Thunder,69,83,2008,http://www.rottentomatoes.com/m/tropic_thunder/
Fahrenheit 9/11,69,83,2004,http://www.rottentomatoes.com/m/fahrenheit_911/
The Descent,71,85,2005,http://www.rottentomatoes.com/m/descent/
Unstoppable,72,86,2010,http://www.rottentomatoes.com/m/unstoppable-2010/
Maya Lin - A Strong Clear Vision,72,86,1995,http://www.rottentomatoes.com/m/maya_lin_a_strong_clear_vision/
ParaNorman,73,87,2012,http://www.rottentomatoes.com/m/paranorman/
The Aviator,73,87,2004,http://www.rottentomatoes.com/m/aviator/
Margin Call,74,88,2011,http://www.rottentomatoes.com/m/margin_call/
If a Tree Falls: A Story of the Earth Liberation Front,74,88,2011,http://www.rottentomatoes.com/m/if_a_tree_falls_a_story_of_the_earth_liberation_front/
Topsy-Turvy,75,89,1999,http://www.rottentomatoes.com/m/topsyturvy/
The Devil and Daniel Johnston,75,89,2006,http://www.rottentomatoes.com/m/1158179-devil_and_daniel_johnston/
Bridesmaids,76,90,2011,http://www.rottentomatoes.com/m/bridesmaids_2011/
Arthur Christmas,77,91,2011,http://www.rottentomatoes.com/m/arthur_christmas/
Joan Rivers: A Piece Of Work,77,91,2010,http://www.rottentomatoes.com/m/joan-rivers-a-piece-of-work/
United 93,77,91,2006,http://www.rottentomatoes.com/m/united_93/
The Adventures of Baron Munchausen,78,92,1989,http://www.rottentomatoes.com/m/adventures_of_baron_munchausen/
Pusher III: I Am The Angel of Death,78,92,2005,http://www.rottentomatoes.com/m/pusher-3-im-the-angel-of-death/
The Laramie Project,78,92,2001,http://www.rottentomatoes.com/m/laramie_project/
Mask,79,93,1985,http://www.rottentomatoes.com/m/1013472-mask/
In the Mirror of Maya Deren,80,94,2002,http://www.rottentomatoes.com/m/in_the_mirror_of_maya_deren/
The Nomi Song,80,94,2003,http://www.rottentomatoes.com/m/nomi_song/
The Guard,81,95,2011,http://www.rottentomatoes.com/m/the_guard_2011/
Richard III,81,95,1995,http://www.rottentomatoes.com/m/1068177-richard_iii/
Heathers,81,95,1988,http://www.rottentomatoes.com/m/heathers/
Midnight Run,82,96,1988,http://www.rottentomatoes.com/m/midnight_run/
Big Night,82,96,1996,http://www.rottentomatoes.com/m/big_night/
The Hurt Locker,83,97,2008,http://www.rottentomatoes.com/m/hurt_locker/
Whats Love Got To Do With It?,83,97,1993,http://www.rottentomatoes.com/m/whats_love_got_to_do_with_it/
The Snapper,83,97,1993,http://www.rottentomatoes.com/m/snapper/
The Secret of Roan Inish,84,98,1994,http://www.rottentomatoes.com/m/the-secret-of-roan-inish/
The Unbelievable Truth,86,100,1990,http://www.rottentomatoes.com/m/unbelievable_truth/
Spine Tingler: The William Castle Story,86,100,2007,http://www.rottentomatoes.com/m/spine_tingler_the_william_castle_story/
Death Defying Acts,29,44,2007,http://www.rottentomatoes.com/m/death_defying_acts/
Management,31,46,2008,http://www.rottentomatoes.com/m/management/
Billy Bathgate,32,47,1991,http://www.rottentomatoes.com/m/billy_bathgate/
Punchline,35,50,1988,http://www.rottentomatoes.com/m/punchline/
Final Analysis,37,52,1992,http://www.rottentomatoes.com/m/final_analysis/
Im Still Here,37,52,2010,http://www.rottentomatoes.com/m/im_still_here_the_lost_year_of_joaquin_phoenix/
The Ladykillers,40,55,2004,http://www.rottentomatoes.com/m/ladykillers/
P.S.,40,55,2004,http://www.rottentomatoes.com/m/ps/
Im Reed Fish,40,55,2006,http://www.rottentomatoes.com/m/reed_fish/
Light of Day,43,58,1987,http://www.rottentomatoes.com/m/light_of_day/
Franklyn,44,59,2008,http://www.rottentomatoes.com/m/1216923-franklyn/
The Joneses,46,61,2010,http://www.rottentomatoes.com/m/joneses/
Ernest Goes to Camp,47,62,1987,http://www.rottentomatoes.com/m/ernest_goes_to_camp/
The Perez Family,48,63,1995,http://www.rottentomatoes.com/m/perez_family/
The Nutty Professor,50,65,1996,http://www.rottentomatoes.com/m/1071708-nutty_professor/
Guilty by Suspicion,50,65,1991,http://www.rottentomatoes.com/m/guilty_by_suspicion/
B. Monkey,50,65,1998,http://www.rottentomatoes.com/m/b_monkey/
Youth in Revolt,51,66,2010,http://www.rottentomatoes.com/m/youth_in_revolt/
Stephen Kings Cats Eye,52,67,1985,http://www.rottentomatoes.com/m/cats_eye/
Keeping the Faith,54,69,2000,http://www.rottentomatoes.com/m/keeping_the_faith/
Beautiful Boy,55,70,2010,http://www.rottentomatoes.com/m/beautiful_boy/
C.O.G.,56,71,2013,http://www.rottentomatoes.com/m/cog/
Auto Focus,57,72,2002,http://www.rottentomatoes.com/m/auto_focus/
A.I. Artificial Intelligence,58,73,2001,http://www.rottentomatoes.com/m/ai_artificial_intelligence/
Sky High,58,73,2005,http://www.rottentomatoes.com/m/1142872-sky_high/
Hello I Must Be Going,58,73,2012,http://www.rottentomatoes.com/m/hello_i_must_be_going_2012/
Calendar Girls,59,74,2003,http://www.rottentomatoes.com/m/calendar_girls/
Premium Rush,61,76,2012,http://www.rottentomatoes.com/m/premium_rush/
Panic Room,61,76,2002,http://www.rottentomatoes.com/m/panic_room/
Killer Joe,62,77,2012,http://www.rottentomatoes.com/m/killer_joe/
Kit Kittredge: An American Girl,63,78,2008,http://www.rottentomatoes.com/m/kit_kittredge_an_american_girl/
Jeff Who Lives at Home,63,78,2012,http://www.rottentomatoes.com/m/jeff_who_lives_at_home/
Quick Change,64,79,1990,http://www.rottentomatoes.com/m/quick_change/
The Funeral,64,79,1996,http://www.rottentomatoes.com/m/1074517-funeral/
Last Orders,64,79,2001,http://www.rottentomatoes.com/m/last_orders/
The Tao of Steve,65,80,2000,http://www.rottentomatoes.com/m/tao_of_steve/
The Bounty,66,81,1984,http://www.rottentomatoes.com/m/1002947-bounty/
Colors,67,82,1988,http://www.rottentomatoes.com/m/1004485-colors/
The Ghost Writer,68,83,2010,http://www.rottentomatoes.com/m/10012063-ghost_writer/
Sightseers,69,84,2013,http://www.rottentomatoes.com/m/sightseers/
2 Days in Paris,70,85,2007,http://www.rottentomatoes.com/m/2_days_in_paris/
Frankenweenie,72,87,2012,http://www.rottentomatoes.com/m/frankenweenie_2012/
The Lookout,72,87,2007,http://www.rottentomatoes.com/m/lookout/
Frozen River,72,87,2008,http://www.rottentomatoes.com/m/frozen_river/
Girlfight,72,87,2000,http://www.rottentomatoes.com/m/girlfight/
The Emerald Forest,72,87,1985,http://www.rottentomatoes.com/m/emerald_forest/
The Woodsman,73,88,2004,http://www.rottentomatoes.com/m/woodsman/
Roger Dodger,73,88,2002,http://www.rottentomatoes.com/m/roger_dodger/
Let Me In,74,89,2010,http://www.rottentomatoes.com/m/let_me_in/
The Sure Thing,74,89,1985,http://www.rottentomatoes.com/m/sure_thing/
Harvard Beats Yale 29-29,74,89,2008,http://www.rottentomatoes.com/m/harvard_beats_yale_29_29/
A Simple Plan,75,90,1998,http://www.rottentomatoes.com/m/simple_plan/
Nobodys Fool,75,90,1994,http://www.rottentomatoes.com/m/1059487-nobodys_fool/
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,76,91,2006,http://www.rottentomatoes.com/m/borat/
The Apostle,76,91,1997,http://www.rottentomatoes.com/m/apostle/
Up in the Air,76,91,2009,http://www.rottentomatoes.com/m/up_in_the_air_2009/
Witness,76,91,1985,http://www.rottentomatoes.com/m/1023854-witness/
Shattered Glass,76,91,2003,http://www.rottentomatoes.com/m/shattered_glass/
The Dead,77,92,1987,http://www.rottentomatoes.com/m/the-dead/
Drive,78,93,2011,http://www.rottentomatoes.com/m/drive_2011/
In the Bedroom,78,93,2001,http://www.rottentomatoes.com/m/in_the_bedroom/
The Sapphires,78,93,2012,http://www.rottentomatoes.com/m/the_sapphires_2012/
Away from Her,79,94,2006,http://www.rottentomatoes.com/m/away_from_her/
Hugo,79,94,2011,http://www.rottentomatoes.com/m/hugo/
The Muppets,81,96,2011,http://www.rottentomatoes.com/m/the_muppets/
Stories We Tell,81,96,2013,http://www.rottentomatoes.com/m/stories_we_tell/
Catch Me If You Can,81,96,2002,http://www.rottentomatoes.com/m/catch_me_if_you_can/
Quiz Show,81,96,1994,http://www.rottentomatoes.com/m/quiz_show/
The Player,83,98,1992,http://www.rottentomatoes.com/m/player/
A New Life,13,29,1988,http://www.rottentomatoes.com/m/new_life/
Nadine,24,40,1987,http://www.rottentomatoes.com/m/nadine/
What Planet Are You From?,26,42,2000,http://www.rottentomatoes.com/m/1095351-1095351-what_planet_are_you_from/
Yellowbrickroad,28,44,2010,http://www.rottentomatoes.com/m/yellowbrickroad/
Legal Eagles,31,47,1986,http://www.rottentomatoes.com/m/legal_eagles/
The Ruins,32,48,2008,http://www.rottentomatoes.com/m/the_ruins/
Sleeping Beauty,33,49,2011,http://www.rottentomatoes.com/m/771239978/
Vamps,34,50,2012,http://www.rottentomatoes.com/m/vamps_2011/
Uncertainty,34,50,2008,http://www.rottentomatoes.com/m/uncertainty/
Pusher,35,51,2012,http://www.rottentomatoes.com/m/pusher_2012/
The Groomsmen,36,52,2006,http://www.rottentomatoes.com/m/groomsmen/
The Killer Inside Me,39,55,2010,http://www.rottentomatoes.com/m/the_killer_inside_me/
Centurion,43,59,2010,http://www.rottentomatoes.com/m/centurion/
Frozen,44,60,2010,http://www.rottentomatoes.com/m/10012051-frozen/
Bandidas,46,62,2006,http://www.rottentomatoes.com/m/bandidas/
Young Adam,46,62,2003,http://www.rottentomatoes.com/m/young_adam/
The Claim,46,62,2000,http://www.rottentomatoes.com/m/claim/
Only the Lonely,46,62,1991,http://www.rottentomatoes.com/m/only_the_lonely/
The Public Eye,46,62,1992,http://www.rottentomatoes.com/m/public_eye/
Jindabyne,49,65,2006,http://www.rottentomatoes.com/m/jindabyne/
Friends With Kids,50,66,2012,http://www.rottentomatoes.com/m/friends_with_kids/
Funny Farm,51,67,1988,http://www.rottentomatoes.com/m/1007990-funny_farm/
Our Idiot Brother,52,68,2011,http://www.rottentomatoes.com/m/our_idiot_brother/
Paranormal Activity 3,52,68,2011,http://www.rottentomatoes.com/m/paranormal_activity_3/
Prancer,53,69,1989,http://www.rottentomatoes.com/m/prancer/
Terminator 3 - Rise of the Machines,54,70,2003,http://www.rottentomatoes.com/m/terminator_3_rise_of_the_machines/
The Crazies,55,71,2010,http://www.rottentomatoes.com/m/1205380-crazies/
The Man Who Sued God,55,71,2001,http://www.rottentomatoes.com/m/man_who_sued_god/
Idiocracy,57,73,2006,http://www.rottentomatoes.com/m/idiocracy/
Candyman,58,74,1992,http://www.rottentomatoes.com/m/candyman/
Elegy,59,75,2008,http://www.rottentomatoes.com/m/1194209-elegy/
The Upside of Anger,59,75,2001,http://www.rottentomatoes.com/m/upside_of_anger/
Bulworth,59,75,1998,http://www.rottentomatoes.com/m/bulworth/
Under Siege,59,75,1992,http://www.rottentomatoes.com/m/under_siege/
White Men Cant Jump,61,77,1992,http://www.rottentomatoes.com/m/white_men_cant_jump/
110901 - September 11,62,78,2002,http://www.rottentomatoes.com/m/september_11/
Frankie & Johnny,62,78,1991,http://www.rottentomatoes.com/m/1037161-frankie_and_johnny/
The Mill and the Cross,62,78,2011,http://www.rottentomatoes.com/m/the_mill_and_the_cross/
Everyone Says I Love You,63,79,1996,http://www.rottentomatoes.com/m/everyone_says_i_love_you/
Fair Game,63,79,2010,http://www.rottentomatoes.com/m/fair-game-2010/
Your Sisters Sister,67,83,2012,http://www.rottentomatoes.com/m/your_sisters_sister/
Bright Star,67,83,2009,http://www.rottentomatoes.com/m/bright_star/
Puss in Boots,68,84,2011,http://www.rottentomatoes.com/m/1209933-puss_in_boots/
Smashed,68,84,2012,http://www.rottentomatoes.com/m/smashed/
The Rookie,68,84,2002,http://www.rottentomatoes.com/m/1112954-rookie/
Hercules,68,84,1997,http://www.rottentomatoes.com/m/1078028-hercules/
Bend It Like Beckham,69,85,2002,http://www.rottentomatoes.com/m/bend_it_like_beckham/
Anastasia,70,86,1997,http://www.rottentomatoes.com/m/1079818-anastasia/
Junebug,70,86,2005,http://www.rottentomatoes.com/m/junebug/
Runaway Train,70,86,1985,http://www.rottentomatoes.com/m/runaway_train/
Liberty Heights,71,87,1999,http://www.rottentomatoes.com/m/liberty_heights/
Venus,73,89,2006,http://www.rottentomatoes.com/m/venus/
The Fly,75,91,1986,http://www.rottentomatoes.com/m/1007602-fly/
Thelma & Louise,75,91,1991,http://www.rottentomatoes.com/m/thelma_and_louise/
The Cabin in the Woods,76,92,2012,http://www.rottentomatoes.com/m/the_cabin_in_the_woods/
The Bear,76,92,1988,http://www.rottentomatoes.com/m/the-bear/
Prick Up Your Ears,76,92,1987,http://www.rottentomatoes.com/m/prick_up_your_ears/
An Education,78,94,2009,http://www.rottentomatoes.com/m/an_education/
Dirty Pretty Things,78,94,2003,http://www.rottentomatoes.com/m/dirty_pretty_things/
The Damned United,78,94,2009,http://www.rottentomatoes.com/m/damned_united/
Bullets Over Broadway,80,96,1994,http://www.rottentomatoes.com/m/bullets_over_broadway/
Gods and Monsters,80,96,1998,http://www.rottentomatoes.com/m/gods_and_monsters/
Herb and Dorothy,80,96,2008,http://www.rottentomatoes.com/m/1227929/
Animal Kingdom,81,97,2010,http://www.rottentomatoes.com/m/animal_kingdom/
A Little Princess,81,97,1995,http://www.rottentomatoes.com/m/1061812-little_princess/
Exotica,81,97,1994,http://www.rottentomatoes.com/m/exotica/
"Crouching Tiger, Hidden Dragon",81,97,2001,http://www.rottentomatoes.com/m/crouching_tiger_hidden_dragon/
Read My Lips (Sur mes levres),81,97,2001,http://www.rottentomatoes.com/m/read_my_lips/
The Untold Story of Emmett Louis Till,81,97,2004,http://www.rottentomatoes.com/m/1150162-the_untold_story_of_emmet_louis_till/
Say Anything...,82,98,1989,http://www.rottentomatoes.com/m/say_anything/
A Room With A View,84,100,1986,http://www.rottentomatoes.com/m/1017864-room_with_a_view/
Husbands and Wives,84,100,1992,http://www.rottentomatoes.com/m/1040798-husbands_and_wives/
Henrys Crime,23,40,2010,http://www.rottentomatoes.com/m/henrys_crime_2010/
True Identity,26,43,1991,http://www.rottentomatoes.com/m/true_identity/
Suburban Girl,33,50,2007,http://www.rottentomatoes.com/m/suburban_girl/
Volunteers,33,50,1985,http://www.rottentomatoes.com/m/volunteers/
Off Limits,33,50,1987,http://www.rottentomatoes.com/m/off_limits/
Simone,34,51,2002,http://www.rottentomatoes.com/m/simone_2002/
Holy Rollers,34,51,2010,http://www.rottentomatoes.com/m/holy_rollers/
Extreme Measures,38,55,1996,http://www.rottentomatoes.com/m/extreme_measures/
Dream Lover,40,57,1994,http://www.rottentomatoes.com/m/1052200-dream_lover/
Retroactive,40,57,1997,http://www.rottentomatoes.com/m/retroactive/
First Snow,41,58,2007,http://www.rottentomatoes.com/m/first_snow/
W.,42,59,2008,http://www.rottentomatoes.com/m/w_2008/
Tapeheads,43,60,1988,http://www.rottentomatoes.com/m/tapeheads/
The Newton Boys,45,62,1998,http://www.rottentomatoes.com/m/newton_boys/
The Cake Eaters,47,64,2007,http://www.rottentomatoes.com/m/the-cake-eaters/
Dinosaur,48,65,2000,http://www.rottentomatoes.com/m/1097046-dinosaur/
Willard,48,65,2003,http://www.rottentomatoes.com/m/willard/
Daybreakers,50,67,2009,http://www.rottentomatoes.com/m/daybreakers/
Interview With the Assassin,50,67,2002,http://www.rottentomatoes.com/m/interview_with_the_assassin/
Lord of Illusions,51,68,1995,http://www.rottentomatoes.com/m/lord_of_illusions/
Night Falls on Manhattan,51,68,1997,http://www.rottentomatoes.com/m/night_falls_on_manhattan/
Black Sheep,53,70,2006,http://www.rottentomatoes.com/m/black_sheep/
Visioneers,53,70,2008,http://www.rottentomatoes.com/m/visioneers/
Hope Springs,57,74,2012,http://www.rottentomatoes.com/m/hope_springs_2012/
The Woman,58,75,2011,http://www.rottentomatoes.com/m/the_woman_2011/
Copycat,58,75,1995,http://www.rottentomatoes.com/m/1065837-copycat/
Nightwatching (Nocna straz),59,76,2007,http://www.rottentomatoes.com/m/nightwatching/
1408,61,78,2007,http://www.rottentomatoes.com/m/1408/
Star Trek III - The Search for Spock,61,78,1984,http://www.rottentomatoes.com/m/star_trek_iii_the_search_for_spock/
Body Double,61,78,1984,http://www.rottentomatoes.com/m/body_double/
The Grey,62,79,2012,http://www.rottentomatoes.com/m/the_grey_2012/
Air Force One,62,79,1997,http://www.rottentomatoes.com/m/air_force_one/
Rumble in the Bronx,62,79,1996,http://www.rottentomatoes.com/m/rumble_in_the_bronx/
The Santa Clause,63,80,1994,http://www.rottentomatoes.com/m/santa_clause/
Mississippi Masala,63,80,1991,http://www.rottentomatoes.com/m/mississippi_masala/
Slums of Beverly Hills,63,80,1998,http://www.rottentomatoes.com/m/slums_of_beverly_hills/
Blue Car,64,81,2002,http://www.rottentomatoes.com/m/blue_car/
The War of the Roses,65,82,1989,http://www.rottentomatoes.com/m/war_of_the_roses/
13 Conversations About One Thing,65,82,2002,http://www.rottentomatoes.com/m/thirteen_conversations_about_one_thing/
Mean Girls,66,83,2004,http://www.rottentomatoes.com/m/mean_girls/
Tumbleweeds,66,83,1999,http://www.rottentomatoes.com/m/1093901-tumbleweeds/
Pieces of April,67,84,2003,http://www.rottentomatoes.com/m/pieces_of_april/
Trick r Treat,68,85,2006,http://www.rottentomatoes.com/m/trick_r_treat/
Wilbur Wants to Kill Himself,69,86,2002,http://www.rottentomatoes.com/m/wilbur_wants_to_kill_himself/
The Hit,69,86,1984,http://www.rottentomatoes.com/m/1009691-hit/
Rabbit Hole,69,86,2010,http://www.rottentomatoes.com/m/rabbit_hole/
Hellboy II: The Golden Army (Hellboy 2),70,87,2008,http://www.rottentomatoes.com/m/hellboy_2_the_golden_army/
